timestamp,pca_abbrev,load_mw,source
2017-06-19 02:00:00,CL,5201,CL
2017-06-20 02:00:00,CL,5454,CL
2017-06-21 02:00:00,CL,5389,CL
2017-06-22 02:00:00,CL,5375,CL
2017-06-23 02:00:00,CL,5378,CL
2017-06-24 02:00:00,CL,5150,CL
2017-06-25 02:00:00,CL,4826,CL
2017-06-26 02:00:00,CL,4752,CL
2017-06-27 02:00:00,CL,5137,CL
2017-06-28 02:00:00,CL,5383,CL
2017-06-29 02:00:00,CL,5468,CL
2017-06-30 02:00:00,CL,5515,CL
2017-07-01 02:00:00,CL,5263,CL
2017-07-02 02:00:00,CL,4736,CL
2017-07-03 02:00:00,CL,5053,CL
2017-07-04 02:00:00,CL,5374,CL
2017-07-05 02:00:00,CL,5418,CL
2017-07-06 02:00:00,CL,5442,CL
2017-07-07 02:00:00,CL,5524,CL
2017-07-08 02:00:00,CL,5384,CL
2017-07-09 02:00:00,CL,4817,CL
2017-07-10 02:00:00,CL,5128,CL
2017-07-11 02:00:00,CL,5507,CL
2017-07-12 02:00:00,CL,5406,CL
2017-07-13 02:00:00,CL,5459,CL
2017-07-14 02:00:00,CL,5461,CL
2017-07-15 02:00:00,CL,5031,CL
2017-07-16 02:00:00,CL,4742,CL
2017-07-17 02:00:00,CL,5154,CL
2017-07-18 02:00:00,CL,5450,CL
2017-07-19 02:00:00,CL,5422,CL
2017-07-20 02:00:00,CL,5346,CL
2017-07-21 02:00:00,CL,5401,CL
2017-07-22 02:00:00,CL,5241,CL
2017-07-23 02:00:00,CL,4719,CL
2017-07-24 02:00:00,CL,5119,CL
2017-07-25 02:00:00,CL,5464,CL
2017-07-26 02:00:00,CL,5476,CL
2017-07-27 02:00:00,CL,5352,CL
2017-07-28 02:00:00,CL,5375,CL
2017-07-29 02:00:00,CL,5305,CL
2017-07-30 02:00:00,CL,4856,CL
2017-07-31 02:00:00,CL,5153,CL
2017-08-01 02:00:00,CL,5443,CL
2017-08-02 02:00:00,CL,5488,CL
2017-08-03 02:00:00,CL,5389,CL
2017-08-04 02:00:00,CL,5467,CL
2017-08-05 02:00:00,CL,5341,CL
2017-08-06 02:00:00,CL,4873,CL
2017-08-07 02:00:00,CL,5212,CL
2017-08-08 02:00:00,CL,5389,CL
2017-08-09 02:00:00,CL,5391,CL
2017-08-10 02:00:00,CL,5461,CL
2017-08-11 02:00:00,CL,5466,CL
2017-08-12 02:00:00,CL,5343,CL
2017-08-13 01:00:00,CL,4776,CL
2017-08-14 01:00:00,CL,4945,CL
2017-08-15 01:00:00,CL,4882,CL
2017-08-16 01:00:00,CL,5160,CL
2017-08-17 01:00:00,CL,5323,CL
2017-08-18 01:00:00,CL,5445,CL
2017-08-19 01:00:00,CL,5274,CL
2017-08-20 01:00:00,CL,4810,CL
2017-08-21 01:00:00,CL,5139,CL
2017-08-22 01:00:00,CL,5388,CL
2017-08-23 01:00:00,CL,5416,CL
2017-08-24 01:00:00,CL,5391,CL
2017-08-25 01:00:00,CL,5448,CL
2017-08-26 01:00:00,CL,5337,CL
2017-08-27 01:00:00,CL,4835,CL
2017-08-28 01:00:00,CL,5216,CL
2017-08-29 01:00:00,CL,5489,CL
2017-08-30 01:00:00,CL,5483,CL
2017-08-31 01:00:00,CL,5418,CL
2017-09-01 01:00:00,CL,5481,CL
2017-09-02 01:00:00,CL,5329,CL
2017-09-03 01:00:00,CL,4779,CL
2017-09-04 01:00:00,CL,5189,CL
2017-09-05 01:00:00,CL,5361,CL
2017-09-06 01:00:00,CL,5233,CL
2017-09-07 01:00:00,CL,5219,CL
2017-09-08 01:00:00,CL,5207,CL
2017-09-09 01:00:00,CL,5209,CL
2017-09-10 01:00:00,CL,4795,CL
2017-09-11 01:00:00,CL,5163,CL
2017-09-12 01:00:00,CL,5230,CL
2017-09-13 01:00:00,CL,5326,CL
2017-09-14 01:00:00,CL,5299,CL
2017-09-15 01:00:00,CL,5335,CL
2017-09-16 01:00:00,CL,4966,CL
2017-09-17 01:00:00,CL,4568,CL
2017-09-18 01:00:00,CL,4496,CL
2017-09-19 01:00:00,CL,4466,CL
2017-09-20 01:00:00,CL,4787,CL
2017-09-21 01:00:00,CL,5228,CL
2017-09-22 01:00:00,CL,5274,CL
2017-09-23 01:00:00,CL,5137,CL
2017-09-24 01:00:00,CL,4651,CL
2017-09-25 01:00:00,CL,5002,CL
2017-09-26 01:00:00,CL,5185,CL
2017-09-27 01:00:00,CL,5223,CL
2017-09-28 01:00:00,CL,5321,CL
2017-09-29 01:00:00,CL,5292,CL
2017-09-30 01:00:00,CL,5011,CL
2017-10-01 01:00:00,CL,4598,CL
2017-10-02 01:00:00,CL,4928,CL
2017-10-03 01:00:00,CL,5179,CL
2017-10-04 01:00:00,CL,5080,CL
2017-10-05 01:00:00,CL,5091,CL
2017-10-06 01:00:00,CL,5186,CL
2017-10-07 01:00:00,CL,5077,CL
2017-10-08 01:00:00,CL,4642,CL
2017-10-09 01:00:00,CL,4567,CL
2017-10-10 01:00:00,CL,4978,CL
2017-10-11 01:00:00,CL,5186,CL
2017-10-12 01:00:00,CL,5241,CL
2017-10-13 01:00:00,CL,5174,CL
2017-10-14 01:00:00,CL,4978,CL
2017-10-15 01:00:00,CL,4522,CL
2017-10-16 01:00:00,CL,4785,CL
2017-10-17 01:00:00,CL,5020,CL
2017-10-18 01:00:00,CL,5043,CL
2017-10-19 01:00:00,CL,5077,CL
2017-10-20 01:00:00,CL,5110,CL
2017-10-21 01:00:00,CL,5043,CL
2017-10-22 01:00:00,CL,4506,CL
2017-10-23 01:00:00,CL,4934,CL
2017-10-24 01:00:00,CL,5245,CL
2017-10-25 01:00:00,CL,5267,CL
2017-10-26 01:00:00,CL,5226,CL
2017-10-27 01:00:00,CL,4828,CL
2017-10-28 01:00:00,CL,4819,CL
2017-10-29 01:00:00,CL,4494,CL
2017-10-30 01:00:00,CL,4853,CL
2017-10-31 01:00:00,CL,5176,CL
2017-11-01 01:00:00,CL,4682,CL
2017-11-02 01:00:00,CL,4972,CL
2017-11-03 01:00:00,CL,5133,CL
2017-11-04 01:00:00,CL,5051,CL
2017-11-05 01:00:00,CL,4626,CL
2017-11-06 01:00:00,CL,5008,CL
2017-11-07 01:00:00,CL,5270,CL
2017-11-08 01:00:00,CL,5037,CL
2017-11-09 01:00:00,CL,5100,CL
2017-11-10 01:00:00,CL,5221,CL
2017-11-11 01:00:00,CL,5146,CL
2017-11-12 01:00:00,CL,4723,CL
2017-11-13 01:00:00,CL,4989,CL
2017-11-14 01:00:00,CL,5262,CL
2017-11-15 01:00:00,CL,5135,CL
2017-11-16 01:00:00,CL,5237,CL
2017-11-17 01:00:00,CL,5280,CL
2017-11-18 01:00:00,CL,5117,CL
2017-11-19 01:00:00,CL,4579,CL
2017-11-20 01:00:00,CL,4934,CL
2017-11-21 01:00:00,CL,5189,CL
2017-11-22 01:00:00,CL,5128,CL
2017-11-23 01:00:00,CL,5252,CL
2017-11-24 01:00:00,CL,5236,CL
2017-11-25 01:00:00,CL,4553,CL
2017-11-26 01:00:00,CL,4511,CL
2017-11-27 01:00:00,CL,5041,CL
2017-11-28 01:00:00,CL,5311,CL
2017-11-29 01:00:00,CL,5323,CL
2017-11-30 01:00:00,CL,5200,CL
2017-12-01 01:00:00,CL,5461,CL
2017-12-02 01:00:00,CL,5473,CL
2017-12-03 01:00:00,CL,5066,CL
2017-12-04 01:00:00,CL,5360,CL
2017-12-05 01:00:00,CL,5724,CL
2017-12-06 01:00:00,CL,5455,CL
2017-12-07 01:00:00,CL,5347,CL
2017-12-08 01:00:00,CL,5090,CL
2017-12-09 01:00:00,CL,5050,CL
2017-12-10 01:00:00,CL,4758,CL
2017-12-11 01:00:00,CL,5248,CL
2017-12-12 01:00:00,CL,5621,CL
2017-12-13 01:00:00,CL,5316,CL
2017-12-14 01:00:00,CL,5506,CL
2017-12-15 01:00:00,CL,5597,CL
2017-12-16 01:00:00,CL,5492,CL
2017-12-17 01:00:00,CL,4786,CL
2017-12-18 01:00:00,CL,5306,CL
2017-12-19 01:00:00,CL,5592,CL
2017-12-20 01:00:00,CL,5731,CL
2017-12-21 01:00:00,CL,5688,CL
2017-12-22 01:00:00,CL,5886,CL
2017-12-23 01:00:00,CL,5654,CL
2017-12-24 01:00:00,CL,5036,CL
2017-12-25 01:00:00,CL,4364,CL
2017-12-26 01:00:00,CL,5269,CL
2017-12-27 01:00:00,CL,5514,CL
2017-12-28 01:00:00,CL,5781,CL
2017-12-29 01:00:00,CL,5728,CL
2017-12-30 01:00:00,CL,5584,CL
2017-12-31 01:00:00,CL,5015,CL
2016-01-09 02:00:00,CL,5274,CL
2016-01-10 02:00:00,CL,4827,CL
2016-01-11 02:00:00,CL,5029,CL
2016-01-12 02:00:00,CL,5336,CL
2016-01-13 02:00:00,CL,5336,CL
2016-01-14 02:00:00,CL,5386,CL
2016-01-15 02:00:00,CL,5412,CL
2016-01-16 02:00:00,CL,5345,CL
2016-01-17 02:00:00,CL,4850,CL
2016-01-18 02:00:00,CL,5144,CL
2016-01-19 02:00:00,CL,5436,CL
2016-01-20 02:00:00,CL,5440,CL
2016-01-21 02:00:00,CL,5389,CL
2016-01-22 02:00:00,CL,5392,CL
2016-01-23 02:00:00,CL,5268,CL
2016-01-24 02:00:00,CL,4678,CL
2016-01-25 02:00:00,CL,4968,CL
2016-01-26 02:00:00,CL,5192,CL
2016-01-27 02:00:00,CL,4947,CL
2016-01-28 02:00:00,CL,4924,CL
2016-01-29 02:00:00,CL,5080,CL
2016-01-30 02:00:00,CL,5094,CL
2016-01-31 02:00:00,CL,4896,CL
2016-02-01 02:00:00,CL,5025,CL
2016-02-02 02:00:00,CL,5411,CL
2016-02-03 02:00:00,CL,5289,CL
2016-02-04 02:00:00,CL,5182,CL
2016-02-05 02:00:00,CL,5412,CL
2016-02-06 02:00:00,CL,5198,CL
2016-02-07 02:00:00,CL,4819,CL
2016-02-08 02:00:00,CL,4871,CL
2016-02-09 02:00:00,CL,5434,CL
2016-02-10 02:00:00,CL,5372,CL
2016-02-11 02:00:00,CL,5483,CL
2016-02-12 02:00:00,CL,5437,CL
2016-02-13 02:00:00,CL,5328,CL
2016-02-14 02:00:00,CL,4797,CL
2016-02-15 02:00:00,CL,5087,CL
2016-02-16 02:00:00,CL,5559,CL
2016-02-17 02:00:00,CL,5353,CL
2016-02-18 02:00:00,CL,5394,CL
2016-02-19 02:00:00,CL,5452,CL
2016-02-20 02:00:00,CL,5330,CL
2016-02-21 02:00:00,CL,4876,CL
2016-02-22 02:00:00,CL,5086,CL
2016-02-23 02:00:00,CL,5529,CL
2016-02-24 02:00:00,CL,5568,CL
2016-02-25 02:00:00,CL,5543,CL
2016-02-26 02:00:00,CL,5442,CL
2016-02-27 02:00:00,CL,5348,CL
2016-02-28 02:00:00,CL,4865,CL
2016-02-29 02:00:00,CL,5042,CL
2016-03-01 02:00:00,CL,5399,CL
2016-03-02 02:00:00,CL,5505,CL
2016-03-03 02:00:00,CL,5530,CL
2016-03-04 02:00:00,CL,5583,CL
2016-03-05 02:00:00,CL,5452,CL
2016-03-06 02:00:00,CL,4871,CL
2016-03-07 02:00:00,CL,5152,CL
2016-03-08 02:00:00,CL,5454,CL
2016-03-09 02:00:00,CL,5516,CL
2016-03-10 02:00:00,CL,5544,CL
2016-03-11 02:00:00,CL,5667,CL
2016-03-12 02:00:00,CL,5563,CL
2016-03-13 02:00:00,CL,5182,CL
2016-03-14 02:00:00,CL,5267,CL
2016-03-15 02:00:00,CL,5637,CL
2016-03-16 02:00:00,CL,5633,CL
2016-03-17 02:00:00,CL,5644,CL
2016-03-18 02:00:00,CL,5473,CL
2016-03-19 02:00:00,CL,5354,CL
2016-03-20 02:00:00,CL,4948,CL
2016-03-21 02:00:00,CL,5102,CL
2016-03-22 02:00:00,CL,5563,CL
2016-03-23 02:00:00,CL,5444,CL
2016-03-24 02:00:00,CL,5369,CL
2016-03-25 02:00:00,CL,4935,CL
2016-03-26 02:00:00,CL,4754,CL
2016-03-27 02:00:00,CL,4666,CL
2016-03-28 02:00:00,CL,5113,CL
2016-03-29 02:00:00,CL,5398,CL
2016-03-30 02:00:00,CL,5376,CL
2016-03-31 02:00:00,CL,5331,CL
2016-04-01 02:00:00,CL,5376,CL
2016-04-02 02:00:00,CL,5190,CL
2016-04-03 02:00:00,CL,4796,CL
2016-04-04 02:00:00,CL,5022,CL
2016-04-05 02:00:00,CL,5367,CL
2016-04-06 02:00:00,CL,5236,CL
2016-04-07 02:00:00,CL,5204,CL
2016-04-08 02:00:00,CL,5107,CL
2016-04-09 02:00:00,CL,5009,CL
2016-04-10 02:00:00,CL,4722,CL
2016-04-11 02:00:00,CL,5046,CL
2016-04-12 02:00:00,CL,5361,CL
2016-04-13 02:00:00,CL,5422,CL
2016-04-14 02:00:00,CL,5359,CL
2016-04-15 02:00:00,CL,5382,CL
2016-04-16 02:00:00,CL,5049,CL
2016-04-17 02:00:00,CL,4379,CL
2016-04-18 02:00:00,CL,4635,CL
2016-04-19 02:00:00,CL,5074,CL
2016-04-20 02:00:00,CL,5093,CL
2016-04-21 02:00:00,CL,5251,CL
2016-04-22 02:00:00,CL,5233,CL
2016-04-23 02:00:00,CL,5124,CL
2016-04-24 02:00:00,CL,4659,CL
2016-04-25 02:00:00,CL,4927,CL
2016-04-26 02:00:00,CL,5214,CL
2016-04-27 02:00:00,CL,5223,CL
2016-04-28 02:00:00,CL,5234,CL
2016-04-29 02:00:00,CL,5249,CL
2016-04-30 02:00:00,CL,5265,CL
2016-05-01 02:00:00,CL,4628,CL
2016-05-02 02:00:00,CL,4883,CL
2016-05-03 02:00:00,CL,5309,CL
2016-05-04 02:00:00,CL,5411,CL
2016-05-05 02:00:00,CL,5308,CL
2016-05-06 02:00:00,CL,5304,CL
2016-05-07 02:00:00,CL,5229,CL
2016-05-08 02:00:00,CL,4742,CL
2016-05-09 02:00:00,CL,5001,CL
2016-05-10 02:00:00,CL,5186,CL
2016-05-11 02:00:00,CL,5299,CL
2016-05-12 02:00:00,CL,5241,CL
2016-05-13 02:00:00,CL,5278,CL
2016-05-14 02:00:00,CL,5179,CL
2016-05-15 02:00:00,CL,4702,CL
2016-05-16 02:00:00,CL,4914,CL
2016-05-17 02:00:00,CL,5238,CL
2016-05-18 02:00:00,CL,5138,CL
2016-05-19 02:00:00,CL,5199,CL
2016-05-20 02:00:00,CL,5244,CL
2016-05-21 02:00:00,CL,4892,CL
2016-05-22 02:00:00,CL,4690,CL
2016-05-23 02:00:00,CL,5071,CL
2016-05-24 02:00:00,CL,5344,CL
2016-05-25 02:00:00,CL,5198,CL
2016-05-26 02:00:00,CL,5212,CL
2016-05-27 02:00:00,CL,5237,CL
2016-05-28 02:00:00,CL,5171,CL
2016-05-29 02:00:00,CL,4811,CL
2016-05-30 02:00:00,CL,5013,CL
2016-05-31 02:00:00,CL,5332,CL
2016-06-01 02:00:00,CL,5362,CL
2016-06-02 02:00:00,CL,5375,CL
2016-06-03 02:00:00,CL,5471,CL
2016-06-04 02:00:00,CL,5015,CL
2016-06-05 02:00:00,CL,4711,CL
2016-06-06 02:00:00,CL,4985,CL
2016-06-07 02:00:00,CL,5210,CL
2016-06-08 02:00:00,CL,5275,CL
2016-06-09 02:00:00,CL,5315,CL
2016-06-10 02:00:00,CL,5324,CL
2016-06-11 02:00:00,CL,5202,CL
2016-06-12 02:00:00,CL,4798,CL
2016-06-13 02:00:00,CL,4949,CL
2016-06-14 02:00:00,CL,5242,CL
2016-06-15 02:00:00,CL,5372,CL
2016-06-16 02:00:00,CL,5350,CL
2016-06-17 02:00:00,CL,5359,CL
2016-06-18 02:00:00,CL,5172,CL
2016-06-19 02:00:00,CL,4750,CL
2016-06-20 02:00:00,CL,5079,CL
2016-06-21 02:00:00,CL,5458,CL
2016-06-22 02:00:00,CL,5438,CL
2016-06-23 02:00:00,CL,5325,CL
2016-06-24 02:00:00,CL,5414,CL
2016-06-25 02:00:00,CL,5197,CL
2016-06-26 02:00:00,CL,4777,CL
2016-06-27 02:00:00,CL,4783,CL
2016-06-28 02:00:00,CL,5130,CL
2016-06-29 02:00:00,CL,5311,CL
2016-06-30 02:00:00,CL,5402,CL
2016-07-01 02:00:00,CL,5417,CL
2016-07-02 02:00:00,CL,5180,CL
2016-07-03 02:00:00,CL,4728,CL
2016-07-04 02:00:00,CL,5046,CL
2016-07-05 02:00:00,CL,5259,CL
2016-07-06 02:00:00,CL,5292,CL
2016-07-07 02:00:00,CL,5249,CL
2016-07-08 02:00:00,CL,5253,CL
2016-07-09 02:00:00,CL,5254,CL
2016-07-10 02:00:00,CL,4773,CL
2016-07-11 02:00:00,CL,5143,CL
2016-07-12 02:00:00,CL,5369,CL
2016-07-13 02:00:00,CL,5366,CL
2016-07-14 02:00:00,CL,5267,CL
2016-07-15 02:00:00,CL,5351,CL
2016-07-16 02:00:00,CL,4924,CL
2016-07-17 02:00:00,CL,4710,CL
2016-07-18 02:00:00,CL,5119,CL
2016-07-19 02:00:00,CL,5291,CL
2016-07-20 02:00:00,CL,5269,CL
2016-07-21 02:00:00,CL,5351,CL
2016-07-22 02:00:00,CL,5185,CL
2016-07-23 02:00:00,CL,5188,CL
2016-07-24 02:00:00,CL,4680,CL
2016-07-25 02:00:00,CL,4998,CL
2016-07-26 02:00:00,CL,5233,CL
2016-07-27 02:00:00,CL,5275,CL
2016-07-28 02:00:00,CL,5263,CL
2016-07-29 02:00:00,CL,5231,CL
2016-07-30 02:00:00,CL,5088,CL
2016-07-31 02:00:00,CL,4540,CL
2016-08-01 02:00:00,CL,4998,CL
2016-08-02 02:00:00,CL,5225,CL
2016-08-03 02:00:00,CL,4981,CL
2016-08-04 02:00:00,CL,5064,CL
2016-08-05 02:00:00,CL,5202,CL
2016-08-06 02:00:00,CL,5116,CL
2016-08-07 02:00:00,CL,4688,CL
2016-08-08 02:00:00,CL,5067,CL
2016-08-09 02:00:00,CL,5331,CL
2016-08-10 02:00:00,CL,5239,CL
2016-08-11 02:00:00,CL,5239,CL
2016-08-12 02:00:00,CL,5189,CL
2016-08-13 02:00:00,CL,5038,CL
2016-08-14 01:00:00,CL,4599,CL
2016-08-15 01:00:00,CL,4544,CL
2016-08-16 01:00:00,CL,4921,CL
2016-08-17 01:00:00,CL,5095,CL
2016-08-18 01:00:00,CL,5108,CL
2016-08-19 01:00:00,CL,5256,CL
2016-08-20 01:00:00,CL,5130,CL
2016-08-21 01:00:00,CL,4760,CL
2016-08-22 01:00:00,CL,4936,CL
2016-08-23 01:00:00,CL,5229,CL
2016-08-24 01:00:00,CL,5317,CL
2016-08-25 01:00:00,CL,5229,CL
2016-08-26 01:00:00,CL,5175,CL
2016-08-27 01:00:00,CL,5066,CL
2016-08-28 01:00:00,CL,4616,CL
2016-08-29 01:00:00,CL,4997,CL
2016-08-30 01:00:00,CL,5216,CL
2016-08-31 01:00:00,CL,5244,CL
2016-09-01 01:00:00,CL,5232,CL
2016-09-02 01:00:00,CL,5278,CL
2016-09-03 01:00:00,CL,5160,CL
2016-09-04 01:00:00,CL,4653,CL
2016-09-05 01:00:00,CL,5002,CL
2016-09-06 01:00:00,CL,5285,CL
2016-09-07 01:00:00,CL,5115,CL
2016-09-08 01:00:00,CL,5157,CL
2016-09-09 01:00:00,CL,5017,CL
2016-09-10 01:00:00,CL,4961,CL
2016-09-11 01:00:00,CL,4471,CL
2016-09-12 01:00:00,CL,4848,CL
2016-09-13 01:00:00,CL,5185,CL
2016-09-14 01:00:00,CL,5166,CL
2016-09-15 01:00:00,CL,5233,CL
2016-09-16 01:00:00,CL,5114,CL
2016-09-17 01:00:00,CL,4908,CL
2016-09-18 01:00:00,CL,4501,CL
2016-09-19 01:00:00,CL,4441,CL
2016-09-20 01:00:00,CL,4674,CL
2016-09-21 01:00:00,CL,5137,CL
2016-09-22 01:00:00,CL,5100,CL
2016-09-23 01:00:00,CL,5174,CL
2016-09-24 01:00:00,CL,5024,CL
2016-09-25 01:00:00,CL,4527,CL
2016-09-26 01:00:00,CL,4900,CL
2016-09-27 01:00:00,CL,5148,CL
2016-09-28 01:00:00,CL,5126,CL
2016-09-29 01:00:00,CL,5128,CL
2016-09-30 01:00:00,CL,5137,CL
2016-10-01 01:00:00,CL,4998,CL
2016-10-02 01:00:00,CL,4597,CL
2016-10-03 01:00:00,CL,4909,CL
2016-10-04 01:00:00,CL,5178,CL
2016-10-05 01:00:00,CL,5084,CL
2016-10-06 01:00:00,CL,5094,CL
2016-10-07 01:00:00,CL,5144,CL
2016-10-08 01:00:00,CL,4999,CL
2016-10-09 01:00:00,CL,4492,CL
2016-10-10 01:00:00,CL,4501,CL
2016-10-11 01:00:00,CL,4908,CL
2016-10-12 01:00:00,CL,5128,CL
2016-10-13 01:00:00,CL,5133,CL
2016-10-14 01:00:00,CL,5143,CL
2016-10-15 01:00:00,CL,4952,CL
2016-10-16 01:00:00,CL,4325,CL
2016-10-17 01:00:00,CL,4715,CL
2016-10-18 01:00:00,CL,5039,CL
2016-10-19 01:00:00,CL,5108,CL
2016-10-20 01:00:00,CL,5134,CL
2016-10-21 01:00:00,CL,5029,CL
2016-10-22 01:00:00,CL,4980,CL
2016-10-23 01:00:00,CL,4537,CL
2016-10-24 01:00:00,CL,4842,CL
2016-10-25 01:00:00,CL,5162,CL
2016-10-26 01:00:00,CL,5264,CL
2016-10-27 01:00:00,CL,5314,CL
2016-10-28 01:00:00,CL,5242,CL
2016-10-29 01:00:00,CL,5192,CL
2016-10-30 01:00:00,CL,4648,CL
2016-10-31 01:00:00,CL,4533,CL
2016-11-01 01:00:00,CL,4491,CL
2016-11-02 01:00:00,CL,4947,CL
2016-11-03 01:00:00,CL,5090,CL
2016-11-04 01:00:00,CL,5345,CL
2016-11-05 01:00:00,CL,5292,CL
2016-11-06 01:00:00,CL,4685,CL
2016-11-07 01:00:00,CL,5009,CL
2016-11-08 01:00:00,CL,5277,CL
2016-11-09 01:00:00,CL,5110,CL
2016-11-10 01:00:00,CL,5212,CL
2016-11-11 01:00:00,CL,5295,CL
2016-11-12 01:00:00,CL,5202,CL
2016-11-13 01:00:00,CL,4683,CL
2016-11-14 01:00:00,CL,4906,CL
2016-11-15 01:00:00,CL,5276,CL
2016-11-16 01:00:00,CL,5253,CL
2016-11-17 01:00:00,CL,5102,CL
2016-11-18 01:00:00,CL,5258,CL
2016-11-19 01:00:00,CL,5249,CL
2016-11-20 01:00:00,CL,4665,CL
2016-11-21 01:00:00,CL,4910,CL
2016-11-22 01:00:00,CL,5179,CL
2016-11-23 01:00:00,CL,5167,CL
2016-11-24 01:00:00,CL,5199,CL
2016-11-25 01:00:00,CL,5316,CL
2016-11-26 01:00:00,CL,5092,CL
2016-11-27 01:00:00,CL,4495,CL
2016-11-28 01:00:00,CL,4726,CL
2016-11-29 01:00:00,CL,5212,CL
2016-11-30 01:00:00,CL,5183,CL
2016-12-01 01:00:00,CL,5206,CL
2016-12-02 01:00:00,CL,5332,CL
2016-12-03 01:00:00,CL,5417,CL
2016-12-04 01:00:00,CL,4849,CL
2016-12-05 01:00:00,CL,4816,CL
2016-12-06 01:00:00,CL,5293,CL
2016-12-07 01:00:00,CL,5360,CL
2016-12-08 01:00:00,CL,5073,CL
2016-12-09 01:00:00,CL,5060,CL
2016-12-10 01:00:00,CL,5171,CL
2016-12-11 01:00:00,CL,4704,CL
2016-12-12 01:00:00,CL,5093,CL
2016-12-13 01:00:00,CL,5443,CL
2016-12-14 01:00:00,CL,5466,CL
2016-12-15 01:00:00,CL,5472,CL
2016-12-16 01:00:00,CL,5571,CL
2016-12-17 01:00:00,CL,5414,CL
2016-12-18 01:00:00,CL,4844,CL
2016-12-19 01:00:00,CL,5083,CL
2016-12-20 01:00:00,CL,5395,CL
2016-12-21 01:00:00,CL,5377,CL
2016-12-22 01:00:00,CL,5479,CL
2016-12-23 01:00:00,CL,5446,CL
2016-12-24 01:00:00,CL,5306,CL
2016-12-25 01:00:00,CL,4685,CL
2016-12-26 01:00:00,CL,4919,CL
2016-12-27 01:00:00,CL,5189,CL
2016-12-28 01:00:00,CL,5292,CL
2016-12-29 01:00:00,CL,5336,CL
2016-12-30 01:00:00,CL,5323,CL
2016-12-31 01:00:00,CL,5072,CL
2016-01-01 02:00:00,CL,4516,CL
2016-01-02 02:00:00,CL,4570,CL
2016-01-03 02:00:00,CL,4655,CL
2016-01-04 02:00:00,CL,4933,CL
2016-01-05 02:00:00,CL,5287,CL
2016-01-06 02:00:00,CL,5336,CL
2016-01-07 02:00:00,CL,5315,CL
2016-01-08 02:00:00,CL,5332,CL
2018-01-01 03:00:00,CL,4661,CL
2018-01-02 03:00:00,CL,5288,CL
2018-01-03 03:00:00,CL,5820,CL
2018-01-04 03:00:00,CL,5819,CL
2018-01-05 03:00:00,CL,5889,CL
2018-01-06 03:00:00,CL,5520,CL
2018-01-07 03:00:00,CL,5020,CL
2018-01-08 03:00:00,CL,5472,CL
2018-01-09 03:00:00,CL,5537,CL
2018-01-10 03:00:00,CL,5456,CL
2018-01-11 03:00:00,CL,5398,CL
2018-01-13 03:00:00,CL,5314,CL
2018-01-14 03:00:00,CL,4904,CL
2018-01-15 03:00:00,CL,5521,CL
2018-01-16 03:00:00,CL,5529,CL
2018-01-17 03:00:00,CL,5514,CL
2018-01-18 03:00:00,CL,5624,CL
2018-01-19 03:00:00,CL,5203,CL
2018-01-20 03:00:00,CL,5576,CL
2018-01-21 03:00:00,CL,4830,CL
2018-01-22 03:00:00,CL,5451,CL
2018-01-23 03:00:00,CL,5672,CL
2018-01-24 03:00:00,CL,5416,CL
2018-01-25 03:00:00,CL,5642,CL
2018-01-26 03:00:00,CL,5547,CL
2018-01-27 03:00:00,CL,5497,CL
2018-01-28 03:00:00,CL,4745,CL
2018-01-29 03:00:00,CL,5431,CL
2018-01-30 03:00:00,CL,5764,CL
2018-01-31 03:00:00,CL,5949,CL
2018-02-01 03:00:00,CL,5813,CL
2018-02-02 03:00:00,CL,5833,CL
2018-02-03 03:00:00,CL,5695,CL
2018-02-04 03:00:00,CL,5043,CL
2018-02-05 03:00:00,CL,5625,CL
2018-02-06 03:00:00,CL,5813,CL
2018-02-07 03:00:00,CL,5623,CL
2018-02-08 03:00:00,CL,5711,CL
2018-02-09 03:00:00,CL,5817,CL
2018-02-10 03:00:00,CL,5467,CL
2018-02-11 03:00:00,CL,4853,CL
2018-02-12 03:00:00,CL,5284,CL
2018-02-13 03:00:00,CL,5673,CL
2018-02-14 03:00:00,CL,5849,CL
2018-02-15 03:00:00,CL,5815,CL
2018-02-16 03:00:00,CL,5859,CL
2018-02-17 03:00:00,CL,5725,CL
2018-02-18 03:00:00,CL,5205,CL
2018-02-19 03:00:00,CL,5566,CL
2018-02-20 03:00:00,CL,6002,CL
2018-02-21 03:00:00,CL,5990,CL
2018-02-22 03:00:00,CL,5913,CL
2018-02-23 03:00:00,CL,6097,CL
2018-02-24 03:00:00,CL,5622,CL
2018-02-25 03:00:00,CL,5029,CL
2018-02-26 03:00:00,CL,5668,CL
2018-02-27 03:00:00,CL,6091,CL
2018-02-28 03:00:00,CL,5789,CL
2018-03-01 03:00:00,CL,5943,CL
2018-03-02 03:00:00,CL,5928,CL
2018-03-03 03:00:00,CL,5489,CL
2018-03-04 03:00:00,CL,4777,CL
2018-03-05 03:00:00,CL,5666,CL
2018-03-06 03:00:00,CL,6033,CL
2018-03-07 03:00:00,CL,6178,CL
2018-03-08 03:00:00,CL,5764,CL
2018-03-09 03:00:00,CL,5851,CL
2018-03-10 03:00:00,CL,5474,CL
2018-03-11 03:00:00,CL,4966,CL
2018-03-12 03:00:00,CL,5726,CL
2018-03-13 03:00:00,CL,5927,CL
2018-03-14 03:00:00,CL,5718,CL
2018-03-15 03:00:00,CL,5656,CL
